work_id,mp_name,state,district,constituency,work_title,work_category,work_description,recommendation_date,sanction_date,start_date,expected_completion_date,actual_completion_date,status,sanctioned_amount,estimated_cost,actual_expenditure,physical_progress,financial_progress,latitude,longitude,village,ward,beneficiary_area,implementing_agency,vendor,last_update_date,completion_certificate,utilization_certificate,audit_certificate,photo_available,asset_register_entry,data_source
MPLAD-MA-2024-0287,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,Erection of Senior Citizen Pavilion at Shastri Colony Panchayat,Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-05-13,2024-06-30,2024-08-12,2024-11-20,,IN_PROGRESS,2376000.0,2376000.0,1045440.0,42.2,44.0,21.101996,79.138732,Gram Market Yard,Ward 21,Nagpur Block 5,District Urban Development Agency (DUDA),Registered Contractor V-166 Pvt Ltd,2026-08-06,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0288,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,Development of Approach Road connecting Govt Hospital Main Gate,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-03-08,2024-04-17,2024-05-12,2024-11-01,2024-11-24,COMPLETED,1688000.0,1688000.0,1733731.61,100.0,100.0,25.356705,82.985895,Gram Kisan Mandi,Ward 28,Varanasi Block 3,Public Works Department (PWD) Rural,Registered Contractor V-144 Pvt Ltd,2024-10-22,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0289,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,Construction of Community RO Water Filtration Plant at Hanuman Chowk,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-02-11,2024-03-17,2024-04-22,2024-08-22,,IN_PROGRESS,665000.0,665000.0,409640.0,51.0,61.6,26.862798,80.967463,Gram Gandhi Park,Ward 2,Lucknow Block 1,Public Works Department (PWD) Rural,Registered Contractor V-103 Pvt Ltd,2026-06-20,False,False,False,False,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0290,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,Upgradation and Tarring of Rural Link Road near Panchayat Bhavan,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-02-18,2024-03-14,2024-04-18,2024-11-13,,IN_PROGRESS,1694000.0,1694000.0,869022.0,39.3,51.3,25.328914,83.017622,Gram Ram Mandir,Ward 2,Varanasi Block 6,District Urban Development Agency (DUDA),Registered Contractor V-180 Pvt Ltd,2026-06-12,False,False,False,False,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0291,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,"Construction of Separate Girls Sanitation Facility at Govt High School, Shastri Colony",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-09-05,2024-10-12,2024-11-13,2025-04-08,2025-04-04,COMPLETED,1933000.0,1933000.0,1919528.13,100.0,100.0,12.259725,76.637658,Gram Gandhi Park,Ward 21,Mysuru Block 6,Public Health Engineering Department (PHED),Registered Contractor V-170 Pvt Ltd,2025-03-20,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0292,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Development of Science Laboratory & Smart Classroom at Navodaya Vidyalaya,School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-08-03,2024-08-28,2024-09-26,2025-02-02,,IN_PROGRESS,1532000.0,1532000.0,580628.0,40.6,37.9,12.269291,76.637994,Gram Primary Health Center,Ward 10,Mysuru Block 4,Zila Parishad Engineering Wing,Registered Contractor V-130 Pvt Ltd,2026-08-10,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0293,Hon. Member of Parliament (Jodhpur Parliamentary),Rajasthan,Jodhpur,Jodhpur Parliamentary,"Construction of Separate Girls Sanitation Facility at Govt High School, Main Chauraha",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-07-24,2024-09-09,2024-10-19,2025-02-23,,IN_PROGRESS,2037000.0,2037000.0,1497195.0,72.8,73.5,26.243384,73.000463,Gram Market Yard,Ward 8,Jodhpur Block 2,District Urban Development Agency (DUDA),Registered Contractor V-102 Pvt Ltd,2026-08-04,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0294,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,"Augmentation of Village Piped Drinking Water Scheme, Ward 18",Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-04-27,2024-06-26,2024-07-18,2024-12-21,,IN_PROGRESS,580000.0,580000.0,486620.0,79.6,83.9,26.823858,80.930584,Gram Market Yard,Ward 7,Lucknow Block 1,District Urban Development Agency (DUDA),Registered Contractor V-111 Pvt Ltd,2026-07-20,False,True,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0295,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,Construction of Community Welfare Center at Ram Mandir,Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-06-16,2024-08-03,2024-08-26,2025-02-21,,IN_PROGRESS,1944000.0,1944000.0,575424.0,36.3,29.6,18.504569,73.771864,Gram Govt Hospital,Ward 9,Pune Block 2,Gram Panchayat Works Division,Registered Contractor V-159 Pvt Ltd,2026-08-09,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0296,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,Installation of Solar Dual Pump Tube Well at Shivaji Nagar,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-01-13,2024-03-04,2024-03-25,2024-08-05,,IN_PROGRESS,788000.0,788000.0,568148.0,72.1,72.1,25.344215,83.001403,Gram Primary Health Center,Ward 3,Varanasi Block 2,Gram Panchayat Works Division,Registered Contractor V-120 Pvt Ltd,2026-07-30,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0297,Hon. Member of Parliament (Jodhpur Parliamentary),Rajasthan,Jodhpur,Jodhpur Parliamentary,"Construction of Separate Girls Sanitation Facility at Govt High School, Market Yard",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-05-09,2024-06-09,2024-06-30,2025-01-20,,IN_PROGRESS,1849000.0,1849000.0,1453314.0,74.0,78.6,26.205056,73.02263,Gram Bus Stand,Ward 24,Jodhpur Block 1,Gram Panchayat Works Division,Registered Contractor V-170 Pvt Ltd,2026-08-07,False,True,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0298,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,Construction of Cement Concrete Lane in Ward No. 17,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-05-10,2024-06-23,2024-07-29,2024-12-05,,IN_PROGRESS,1768000.0,1768000.0,894608.0,34.8,50.6,21.105257,79.140819,Gram Bus Stand,Ward 12,Nagpur Block 1,Zila Parishad Engineering Wing,Registered Contractor V-127 Pvt Ltd,2026-05-26,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0299,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,Sinking of Deep Borewell with Overhead Storage Tank near Shivaji Nagar,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-01-13,2024-02-12,2024-03-23,2024-07-26,,IN_PROGRESS,769000.0,769000.0,346819.0,48.7,45.1,18.512666,73.857641,Gram Primary Health Center,Ward 25,Pune Block 1,Public Health Engineering Department (PHED),Registered Contractor V-142 Pvt Ltd,2026-08-09,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0300,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,"Modernization of School Boundary Wall and Playground, Ward 9",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-04-05,2024-06-04,2024-06-20,2024-09-25,,IN_PROGRESS,1699000.0,1699000.0,589553.0,34.2,34.7,18.448939,73.848049,Gram Gandhi Park,Ward 26,Pune Block 6,Gram Panchayat Works Division,Registered Contractor V-180 Pvt Ltd,2026-08-07,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0301,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Construction of Community RO Water Filtration Plant at Gandhi Park,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-04-10,2024-05-08,2024-05-31,2024-12-22,2025-01-11,COMPLETED,912000.0,912000.0,939413.51,100.0,100.0,12.260743,76.629561,Gram Bus Stand,Ward 19,Mysuru Block 2,Gram Panchayat Works Division,Registered Contractor V-149 Pvt Ltd,2024-12-06,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0302,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,"Construction of Separate Girls Sanitation Facility at Govt High School, Railway Crossing",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-08-31,2024-10-25,2024-11-14,2025-02-20,,IN_PROGRESS,1751000.0,1751000.0,989315.0,52.0,56.5,12.31823,76.622129,Gram Shivaji Nagar,Ward 6,Mysuru Block 1,District Urban Development Agency (DUDA),Registered Contractor V-177 Pvt Ltd,2026-07-24,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0303,Hon. Member of Parliament (Bengaluru Rural Parliamentary),Karnataka,Bengaluru Rural,Bengaluru Rural Parliamentary,Erection of Senior Citizen Pavilion at Market Yard Panchayat,Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-08-06,2024-09-19,2024-10-10,2025-03-16,,IN_PROGRESS,2922000.0,2922000.0,1931442.0,70.9,66.1,13.233643,77.547051,Gram Hanuman Chowk,Ward 4,Bengaluru Rural Block 5,Gram Panchayat Works Division,Registered Contractor V-169 Pvt Ltd,2026-08-01,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0304,Hon. Member of Parliament (Jaipur Parliamentary),Rajasthan,Jaipur,Jaipur Parliamentary,"Augmentation of Village Piped Drinking Water Scheme, Ward 25",Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-03-01,2024-03-27,2024-04-26,2024-08-18,2024-09-13,COMPLETED,811000.0,811000.0,835470.15,100.0,100.0,26.924927,75.801064,Gram Ram Mandir,Ward 12,Jaipur Block 2,Public Works Department (PWD) Rural,Registered Contractor V-105 Pvt Ltd,2024-07-29,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0305,Hon. Member of Parliament (Jaipur Parliamentary),Rajasthan,Jaipur,Jaipur Parliamentary,"Augmentation of Village Piped Drinking Water Scheme, Ward 4",Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-05-08,2024-07-07,2024-07-23,2024-12-06,,IN_PROGRESS,869000.0,869000.0,696069.0,81.3,80.1,26.949134,75.768567,Gram Gandhi Park,Ward 2,Jaipur Block 6,Public Health Engineering Department (PHED),Registered Contractor V-111 Pvt Ltd,2026-07-30,False,True,False,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0306,Hon. Member of Parliament (Jodhpur Parliamentary),Rajasthan,Jodhpur,Jodhpur Parliamentary,Laying of Interlocking Tile Road at Gandhi Park Sector 12,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-02-03,2024-02-29,2024-04-07,2024-08-04,,IN_PROGRESS,1468000.0,1468000.0,540224.0,36.4,36.8,26.245816,73.096934,Gram Market Yard,Ward 24,Jodhpur Block 1,Public Works Department (PWD) Rural,Registered Contractor V-167 Pvt Ltd,2026-08-03,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0307,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,"Modernization of School Boundary Wall and Playground, Ward 29",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-07-30,2024-08-30,2024-10-01,2025-02-19,,IN_PROGRESS,1705000.0,1705000.0,1108250.0,64.5,65.0,12.356559,76.646327,Gram Gandhi Park,Ward 11,Mysuru Block 3,Gram Panchayat Works Division,Registered Contractor V-122 Pvt Ltd,2026-07-22,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0308,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,Construction of Community Welfare Center at Railway Crossing,Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-06-02,2024-07-26,2024-08-16,2025-01-01,,IN_PROGRESS,2522000.0,2522000.0,1946984.0,80.6,77.2,26.829764,80.934988,Gram Shivaji Nagar,Ward 2,Lucknow Block 3,Zila Parishad Engineering Wing,Registered Contractor V-131 Pvt Ltd,2026-07-11,False,True,False,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0309,Hon. Member of Parliament (Jaipur Parliamentary),Rajasthan,Jaipur,Jaipur Parliamentary,"Development of Multipurpose Cultural Hall, Ward 33",Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-03-06,2024-04-08,2024-05-20,2024-09-27,2024-10-17,COMPLETED,2393000.0,2393000.0,2406248.5,100.0,100.0,26.930699,75.76722,Gram Hanuman Chowk,Ward 2,Jaipur Block 4,Gram Panchayat Works Division,Registered Contractor V-139 Pvt Ltd,2024-09-17,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0310,Hon. Member of Parliament (Bengaluru Rural Parliamentary),Karnataka,Bengaluru Rural,Bengaluru Rural Parliamentary,Sinking of Deep Borewell with Overhead Storage Tank near Ambedkar Nagar,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-08-24,2024-10-20,2024-11-11,2025-03-10,2025-02-28,COMPLETED,818000.0,818000.0,858600.11,100.0,100.0,13.298979,77.542338,Gram Shivaji Nagar,Ward 3,Bengaluru Rural Block 6,District Urban Development Agency (DUDA),Registered Contractor V-147 Pvt Ltd,2025-02-27,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0311,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,"Augmentation of Village Piped Drinking Water Scheme, Ward 6",Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-08-06,2024-09-01,2024-10-05,2025-03-26,2025-04-04,COMPLETED,805000.0,805000.0,770561.97,100.0,100.0,12.29713,76.643601,Gram Primary Health Center,Ward 29,Mysuru Block 4,Public Health Engineering Department (PHED),Registered Contractor V-174 Pvt Ltd,2025-03-06,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0312,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,"Augmentation of Village Piped Drinking Water Scheme, Ward 35",Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-06-20,2024-08-19,2024-09-15,2024-12-20,2024-12-25,COMPLETED,740000.0,740000.0,756810.51,100.0,100.0,25.281802,83.012087,Gram Gandhi Park,Ward 23,Varanasi Block 2,Zila Parishad Engineering Wing,Registered Contractor V-102 Pvt Ltd,2024-12-17,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0313,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,"Construction of 2 Additional Classrooms in Govt Upper Primary School, Railway Crossing",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-06-05,2024-07-27,2024-08-13,2024-12-09,,IN_PROGRESS,1578000.0,1578000.0,1061994.0,72.2,67.3,18.503488,73.91179,Gram Gandhi Park,Ward 13,Pune Block 3,Public Health Engineering Department (PHED),Registered Contractor V-177 Pvt Ltd,2026-07-31,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0314,Hon. Member of Parliament (Jodhpur Parliamentary),Rajasthan,Jodhpur,Jodhpur Parliamentary,Development of Community Sanitary Complex with Septic Facility,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-07-23,2024-08-20,2024-09-19,2025-02-27,2025-03-25,COMPLETED,732000.0,732000.0,727506.65,100.0,100.0,26.187647,73.032156,Gram Bus Stand,Ward 3,Jodhpur Block 3,Public Health Engineering Department (PHED),Registered Contractor V-117 Pvt Ltd,2025-02-13,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0315,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,Development of Community Sanitary Complex with Septic Facility,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-06-29,2024-08-14,2024-09-11,2025-01-25,2025-02-01,COMPLETED,523000.0,523000.0,527829.92,100.0,100.0,26.843011,81.008529,Gram Primary Health Center,Ward 20,Lucknow Block 4,Gram Panchayat Works Division,Registered Contractor V-115 Pvt Ltd,2025-01-13,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0316,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,"Construction of CC Road from Navodaya Vidyalaya to Govt Hospital, Ward 10",Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-07-03,2024-08-15,2024-09-03,2025-03-08,,IN_PROGRESS,1865000.0,1865000.0,624775.0,30.1,33.5,21.125753,79.139879,Gram Primary Health Center,Ward 23,Nagpur Block 1,Public Works Department (PWD) Rural,Registered Contractor V-126 Pvt Ltd,2026-08-03,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0317,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,"Construction of 2 Additional Classrooms in Govt Upper Primary School, Shivaji Nagar",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-03-03,2024-04-26,2024-05-17,2024-09-10,,IN_PROGRESS,1960000.0,1960000.0,1385720.0,70.0,70.7,12.273905,76.653253,Gram Market Yard,Ward 19,Mysuru Block 6,Gram Panchayat Works Division,Registered Contractor V-143 Pvt Ltd,2026-07-22,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0318,Hon. Member of Parliament (Jodhpur Parliamentary),Rajasthan,Jodhpur,Jodhpur Parliamentary,"Augmentation of Village Piped Drinking Water Scheme, Ward 18",Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-03-01,2024-04-29,2024-05-22,2024-08-26,,IN_PROGRESS,690000.0,690000.0,521640.0,81.7,75.6,26.248024,73.005039,Gram Navodaya Vidyalaya,Ward 4,Jodhpur Block 1,Gram Panchayat Works Division,Registered Contractor V-137 Pvt Ltd,2026-07-20,False,True,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0319,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Installation of Solar Dual Pump Tube Well at Railway Crossing,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-07-09,2024-08-04,2024-09-16,2025-01-24,,IN_PROGRESS,799000.0,799000.0,439450.0,60.8,55.0,12.294906,76.680446,Gram Ram Mandir,Ward 8,Mysuru Block 5,Public Health Engineering Department (PHED),Registered Contractor V-166 Pvt Ltd,2026-08-04,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0320,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,"Modernization of School Boundary Wall and Playground, Ward 18",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-01-14,2024-02-25,2024-04-01,2024-08-14,,IN_PROGRESS,1295000.0,1295000.0,647500.0,43.1,50.0,12.282828,76.666409,Gram Main Chauraha,Ward 13,Mysuru Block 1,Public Health Engineering Department (PHED),Registered Contractor V-121 Pvt Ltd,2026-07-25,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0321,Hon. Member of Parliament (Bengaluru Rural Parliamentary),Karnataka,Bengaluru Rural,Bengaluru Rural Parliamentary,Sinking of Deep Borewell with Overhead Storage Tank near Market Yard,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-06-26,2024-07-24,2024-08-10,2025-02-09,,IN_PROGRESS,717000.0,717000.0,603714.0,82.6,84.2,13.264207,77.51411,Gram Market Yard,Ward 10,Bengaluru Rural Block 5,District Urban Development Agency (DUDA),Registered Contractor V-151 Pvt Ltd,2026-07-21,False,True,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0322,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Installation of Decentralized Solid Waste Management Unit at Main Chauraha,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-06-25,2024-07-23,2024-08-25,2025-01-31,,IN_PROGRESS,741000.0,741000.0,237120.0,37.1,32.0,12.256612,76.594086,Gram Main Chauraha,Ward 25,Mysuru Block 2,Public Works Department (PWD) Rural,Registered Contractor V-127 Pvt Ltd,2026-07-19,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0323,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,Development of Approach Road connecting Market Yard Main Gate,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-07-12,2024-08-08,2024-08-28,2025-01-05,,IN_PROGRESS,1591000.0,1591000.0,431161.0,33.7,27.1,21.12943,79.100328,Gram Shivaji Nagar,Ward 30,Nagpur Block 6,Zila Parishad Engineering Wing,Registered Contractor V-169 Pvt Ltd,2026-07-31,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0324,Hon. Member of Parliament (Bengaluru Rural Parliamentary),Karnataka,Bengaluru Rural,Bengaluru Rural Parliamentary,Installation of Solar Dual Pump Tube Well at Bus Stand,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-02-26,2024-03-18,2024-04-26,2024-10-11,,IN_PROGRESS,635000.0,635000.0,399415.0,61.3,62.9,13.240696,77.577689,Gram Primary Health Center,Ward 3,Bengaluru Rural Block 6,Gram Panchayat Works Division,Registered Contractor V-117 Pvt Ltd,2026-07-22,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0325,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,"Construction of Underground Drainage System at Market Yard, Ward 3",Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-07-10,2024-08-22,2024-09-11,2025-03-29,,IN_PROGRESS,529000.0,529000.0,257623.0,53.4,48.7,25.352469,82.956619,Gram Main Chauraha,Ward 9,Varanasi Block 4,Zila Parishad Engineering Wing,Registered Contractor V-161 Pvt Ltd,2026-08-03,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0326,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,Installation of Solar Dual Pump Tube Well at Market Yard,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-09-03,2024-10-21,2024-12-02,2025-05-19,,IN_PROGRESS,827000.0,827000.0,363053.0,44.5,43.9,18.505416,73.909227,Gram Ambedkar Nagar,Ward 24,Pune Block 4,Gram Panchayat Works Division,Registered Contractor V-123 Pvt Ltd,2026-08-03,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0327,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Installation of Decentralized Solid Waste Management Unit at Main Chauraha,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-05-26,2024-07-18,2024-08-22,2025-03-12,,IN_PROGRESS,625000.0,625000.0,136250.0,27.3,21.8,12.283597,76.627176,Gram Shivaji Nagar,Ward 2,Mysuru Block 5,Zila Parishad Engineering Wing,Registered Contractor V-177 Pvt Ltd,2026-07-27,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0328,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,Installation of Solar Dual Pump Tube Well at Ambedkar Nagar,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-04-20,2024-05-29,2024-07-07,2025-01-18,2025-01-30,COMPLETED,789000.0,789000.0,795734.46,100.0,100.0,25.390286,82.987268,Gram Shivaji Nagar,Ward 17,Varanasi Block 2,District Urban Development Agency (DUDA),Registered Contractor V-157 Pvt Ltd,2025-01-11,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0329,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,Laying of Interlocking Tile Road at Panchayat Bhavan Sector 2,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-02-25,2024-04-22,2024-06-06,2024-12-27,,IN_PROGRESS,1537000.0,1537000.0,490303.0,33.1,31.9,26.836084,80.95949,Gram Main Chauraha,Ward 23,Lucknow Block 2,Zila Parishad Engineering Wing,Registered Contractor V-115 Pvt Ltd,2026-07-27,False,False,False,True,True,SYNTHETIC_SIMULATED
